,PropertyID,LocalityName,PostalCode,TypeOfProperty,SubtypeOfProperty,Price,TypeOfSale,NumberOfRooms,LivingArea,EquippedKitchen,Furnished,OpenFire,Terrace,Garden,Surface,NumberOfFacades,SwimmingPool,StateOfBuilding
19395,10969461.0,IXELLES,1050,APARTMENT,APARTMENT,400000.0,,1.0,86.0,1.0,0.0,0.0,7.0,0.0,,2.0,False,GOOD
19396,10969432.0,Brussels,1000,APARTMENT,APARTMENT,595000.0,,2.0,165.0,0.0,0.0,0.0,0.0,0.0,,2.0,False,TO_BE_DONE_UP
19397,10969431.0,Ixelles,1050,APARTMENT,APARTMENT,595000.0,,2.0,165.0,0.0,0.0,0.0,0.0,0.0,,2.0,False,TO_BE_DONE_UP
19398,10969374.0,Berchem-Sainte-Agathe,1082,APARTMENT_GROUP,APARTMENT_GROUP,,NewlyBuilt,,,,0.0,0.0,0.0,0.0,,,False,
19399,10969107.0,Embourg,4053,APARTMENT,APARTMENT,99000.0,,1.0,66.0,1.0,0.0,0.0,6.0,0.0,,,False,GOOD
19400,10969358.0,Evere,1140,APARTMENT_GROUP,APARTMENT_GROUP,,NewlyBuilt,,,,0.0,0.0,0.0,0.0,,,False,
19401,10969348.0,Kuurne,8520,APARTMENT,APARTMENT,187000.0,,2.0,,,0.0,0.0,,0.0,,,False,JUST_RENOVATED
19402,10969311.0,Uccle,1180,APARTMENT_GROUP,APARTMENT_GROUP,,NewlyBuilt,,,,0.0,0.0,0.0,0.0,,,False,
19403,10969294.0,Uccle,1180,APARTMENT_GROUP,APARTMENT_GROUP,,NewlyBuilt,,,,0.0,0.0,0.0,0.0,,,False,
19404,10969221.0,Auderghem,1160,APARTMENT_GROUP,APARTMENT_GROUP,,NewlyBuilt,,,,0.0,0.0,0.0,0.0,,,False,
19405,10969190.0,Bruxelles,1000,APARTMENT_GROUP,APARTMENT_GROUP,,NewlyBuilt,,,,0.0,0.0,0.0,0.0,,,False,
19406,10969164.0,Bruxelles,1000,APARTMENT_GROUP,APARTMENT_GROUP,,NewlyBuilt,,,,0.0,0.0,0.0,0.0,,,False,
19407,10969117.0,Bruxelles,1000,APARTMENT_GROUP,APARTMENT_GROUP,,NewlyBuilt,,,,0.0,0.0,0.0,0.0,,,False,
19408,10969096.0,Bruxelles,1000,APARTMENT_GROUP,APARTMENT_GROUP,,NewlyBuilt,,,,0.0,0.0,0.0,0.0,,,False,
19409,10969044.0,Bruxelles,1000,APARTMENT_GROUP,APARTMENT_GROUP,,NewlyBuilt,,,,0.0,0.0,0.0,0.0,,,False,
19410,11007771.0,Lokeren,9160,HOUSE,HOUSE,480000.0,,3.0,180.0,,0.0,0.0,0.0,0.0,515.0,3.0,False,
19411,11007770.0,Lokeren,9160,HOUSE,HOUSE,478000.0,,3.0,180.0,,0.0,0.0,0.0,0.0,515.0,3.0,False,
19412,11007767.0,Hamme,9220,HOUSE,HOUSE,245000.0,,3.0,102.0,,0.0,0.0,0.0,0.0,180.0,2.0,False,GOOD
19413,11007766.0,Hamme,9220,HOUSE,HOUSE,235000.0,UnderOption,2.0,115.0,,0.0,0.0,0.0,0.0,179.0,2.0,False,TO_BE_DONE_UP
19414,11007763.0,Temse,9140,HOUSE,APARTMENT_BLOCK,560000.0,UnderOption,0.0,,,0.0,0.0,,0.0,324.0,3.0,False,GOOD
19415,11007759.0,Lokeren,9160,APARTMENT,APARTMENT,279000.0,NewlyBuilt,2.0,70.0,,0.0,0.0,0.0,0.0,,,False,GOOD
19416,11007756.0,Oostrozebeke,8780,APARTMENT,APARTMENT,209900.0,,1.0,66.0,0.0,0.0,0.0,27.0,0.0,,3.0,False,
19417,11007754.0,Blankenberge,8370,APARTMENT,APARTMENT,199000.0,,1.0,64.0,,0.0,0.0,,0.0,,2.0,False,
19418,11007752.0,Knokke,8300,HOUSE,VILLA,649000.0,,4.0,183.0,,0.0,0.0,,0.0,478.0,4.0,False,GOOD
19419,11007751.0,UCCLE,1180,APARTMENT,APARTMENT,398000.0,,2.0,107.0,1.0,0.0,0.0,21.0,0.0,,,False,JUST_RENOVATED
19420,11007750.0,Uccle,1180,APARTMENT,APARTMENT,280000.0,,2.0,91.0,1.0,0.0,0.0,14.0,0.0,,2.0,False,TO_RENOVATE
19421,11007746.0,Machelen,1830,HOUSE,HOUSE,339500.0,,3.0,121.0,,0.0,0.0,12.0,47.0,67.0,2.0,False,
19422,11007745.0,Oostende,8400,HOUSE,HOUSE,210000.0,,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,False,TO_RENOVATE
19423,11007742.0,Drongen,9031,HOUSE,HOUSE,499000.0,,3.0,220.0,1.0,0.0,0.0,0.0,600.0,811.0,4.0,False,GOOD
19424,11007740.0,Oosterzele,9860,HOUSE,HOUSE,490000.0,,3.0,165.0,1.0,0.0,0.0,0.0,265.0,399.0,3.0,False,GOOD
19425,11007739.0,Blaasveld,2830,HOUSE,HOUSE,269000.0,,1.0,88.0,1.0,0.0,0.0,0.0,200.0,290.0,2.0,False,JUST_RENOVATED
19426,11007733.0,Gent,9000,APARTMENT,APARTMENT,490000.0,,3.0,155.0,1.0,0.0,0.0,25.0,0.0,,2.0,False,GOOD
19427,11007731.0,Schepdaal,1703,HOUSE,HOUSE,369000.0,,3.0,205.0,0.0,0.0,0.0,0.0,0.0,219.0,3.0,False,TO_BE_DONE_UP
19428,11007727.0,Ieper,8900,APARTMENT,APARTMENT,242350.0,NewlyBuilt,2.0,83.0,1.0,0.0,0.0,6.0,0.0,,2.0,False,AS_NEW
19429,11007725.0,Ieper,8900,APARTMENT,APARTMENT,229350.0,NewlyBuilt,2.0,80.0,1.0,0.0,0.0,6.0,0.0,,2.0,False,AS_NEW
19430,11007724.0,Ieper,8900,APARTMENT,APARTMENT,210179.0,NewlyBuilt,1.0,74.0,1.0,0.0,0.0,9.0,0.0,,2.0,False,AS_NEW
19431,11007722.0,Ingelmunster,8770,HOUSE,HOUSE,325000.0,,4.0,250.0,1.0,0.0,0.0,,0.0,1084.0,4.0,False,TO_RENOVATE
19432,10936085.0,Koekelare,8680,HOUSE,HOUSE,475000.0,,4.0,,0.0,0.0,0.0,0.0,0.0,20488.0,4.0,False,TO_RENOVATE
19433,11007720.0,Nieuwpoort,8620,APARTMENT,APARTMENT,249000.0,,2.0,72.0,0.0,0.0,0.0,0.0,0.0,,,False,GOOD
19434,11007719.0,LEUVEN,3000,APARTMENT,APARTMENT,320000.0,,2.0,80.0,1.0,0.0,0.0,,0.0,,2.0,False,GOOD
19435,11007717.0,Fauvillers,6637,HOUSE,HOUSE,290000.0,NewlyBuilt,3.0,,1.0,0.0,0.0,0.0,0.0,588.0,3.0,False,AS_NEW
19436,11007716.0,Herent,3020,HOUSE,HOUSE,349000.0,,4.0,300.0,,0.0,0.0,0.0,0.0,696.0,4.0,False,GOOD
19437,11007715.0,Zwevegem,8550,HOUSE,HOUSE,245000.0,,3.0,,,0.0,0.0,0.0,0.0,166.0,4.0,False,GOOD
19438,11007711.0,Roeselare,8800,APARTMENT,APARTMENT,460000.0,,3.0,142.0,1.0,1.0,0.0,,0.0,,2.0,False,AS_NEW
19439,11007708.0,Werken,8610,HOUSE,HOUSE,149000.0,,3.0,141.0,1.0,0.0,0.0,,0.0,932.0,3.0,False,TO_RENOVATE
