property_id,postal_code,type_of_property,subtype_of_property,price,bedrooms,living_area,openfire,terrace,garden,rooms,bathrooms,region,province,state_of_property,facade_count,heating,kitchen,furnished,swimmingpool
11203785,7600,APARTMENT,APARTMENT,198000,2,85,False,11,False,,1,Wallonie,Hainaut,AS_NEW,2,GAS,HYPER_EQUIPPED,False,False
11206979,3870,HOUSE,HOUSE,389000,3,275,False,,False,,1,Flandres,Limbourg,JUST_RENOVATED,3,GAS,INSTALLED,,
11206826,1457,HOUSE,HOUSE,468000,3,185,False,,False,,1,Wallonie,Brabant Wallon,,4,GAS,USA_UNINSTALLED,,False
11206882,2360,APARTMENT,GROUND_FLOOR,285000,1,80,False,,False,1,1,Flandres,Anvers,GOOD,,,,,
11206687,8800,HOUSE,HOUSE,399000,4,,False,,False,1,1,Flandres,Flandre Occidentale,GOOD,4,,,,
11206827,4020,HOUSE,HOUSE,369000,3,143,False,33,False,,1,Wallonie,Liège,GOOD,3,PELLET,INSTALLED,False,False
11206688,8490,HOUSE,HOUSE,364000,4,164,False,,False,1,1,Flandres,Flandre Occidentale,GOOD,4,,,,
11206397,7520,HOUSE,HOUSE,210000,2,88,False,,False,,1,Wallonie,Hainaut,AS_NEW,3,PELLET,INSTALLED,,
11199547,1200,APARTMENT,APARTMENT,360000,2,110,False,2,False,5,1,Bruxelles,Bruxelles,AS_NEW,2,GAS,USA_HYPER_EQUIPPED,,False
11206154,9000,APARTMENT,APARTMENT,730000,2,101,False,11,False,,1,Flandres,Flandre Orientale,AS_NEW,2,,USA_HYPER_EQUIPPED,False,False
11206402,1502,HOUSE,HOUSE,299000,3,151,False,,False,1,1,Flandres,Brabant Flamand,,3,ELECTRIC,,,
11206244,2800,HOUSE,MANSION,339000,5,257,False,,False,,1,Flandres,Anvers,TO_RENOVATE,2,GAS,,False,
11206245,2800,HOUSE,MANSION,349000,4,263,False,,False,,3,Flandres,Anvers,TO_RENOVATE,2,GAS,,False,
11206199,1000,APARTMENT,APARTMENT,447500,2,88,False,20,False,,2,Bruxelles,Bruxelles,AS_NEW,2,,USA_HYPER_EQUIPPED,False,
11206202,9200,APARTMENT,DUPLEX,385000,5,210,False,,False,,1,Flandres,Flandre Orientale,,,GAS,USA_HYPER_EQUIPPED,False,
11192310,9890,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Flandres,Flandre Orientale,,,,,,
11206246,2800,HOUSE,MANSION,339000,4,207,False,,False,,1,Flandres,Anvers,TO_RENOVATE,2,GAS,,False,
11206203,1070,APARTMENT,APARTMENT,235000,1,55,False,,False,,1,Bruxelles,Bruxelles,AS_NEW,2,GAS,USA_INSTALLED,,False
11205967,3581,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Flandres,Limbourg,,,,,,
11206207,2570,APARTMENT,APARTMENT,337000,2,110,False,13,False,,1,Flandres,Anvers,AS_NEW,2,GAS,USA_HYPER_EQUIPPED,False,
11194156,1000,APARTMENT,APARTMENT,265000,2,86,False,,False,,1,Bruxelles,Bruxelles,GOOD,2,GAS,USA_INSTALLED,False,False
11206204,1840,APARTMENT,GROUND_FLOOR,395000,2,102,False,,False,,1,Flandres,Brabant Flamand,AS_NEW,2,,HYPER_EQUIPPED,False,
11205973,1300,APARTMENT,APARTMENT,295000,2,100,False,30,False,,1,Wallonie,Brabant Wallon,JUST_RENOVATED,,GAS,INSTALLED,False,False
11206206,9200,HOUSE,HOUSE,379000,4,209,False,,False,,1,Flandres,Flandre Orientale,AS_NEW,2,,HYPER_EQUIPPED,False,
11206205,1840,APARTMENT,GROUND_FLOOR,445000,2,102,False,,False,,1,Flandres,Brabant Flamand,AS_NEW,2,,HYPER_EQUIPPED,False,
11205975,5000,APARTMENT,APARTMENT,269000,1,70,False,15,False,,,Wallonie,Namur,AS_NEW,,,,,
11205976,5000,APARTMENT,APARTMENT,385000,3,110,False,8,False,,,Wallonie,Namur,AS_NEW,,,,,
11205977,3581,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Flandres,Limbourg,,,,,,
11206091,1090,HOUSE,VILLA,1190000,5,350,False,,False,6,3,Bruxelles,Bruxelles,TO_BE_DONE_UP,4,,,,False
11206092,1090,APARTMENT,APARTMENT,210000,2,85,False,21,False,,1,Bruxelles,Bruxelles,TO_BE_DONE_UP,2,GAS,SEMI_EQUIPPED,False,False
11206097,1080,APARTMENT,APARTMENT,179000,2,70,False,,False,,1,Bruxelles,Bruxelles,GOOD,2,GAS,INSTALLED,,False
11206105,9000,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Flandres,Flandre Orientale,,,,,,
11206103,7603,HOUSE,HOUSE,149000,4,209,False,,False,,1,Wallonie,Hainaut,GOOD,2,GAS,SEMI_EQUIPPED,,
10914341,4800,HOUSE,HOUSE,255000,4,151,False,,False,,2,Wallonie,Liège,GOOD,2,GAS,INSTALLED,,False
11206114,1742,HOUSE,HOUSE,310000,3,145,False,20,False,,1,Flandres,Brabant Flamand,TO_RENOVATE,3,GAS,INSTALLED,False,False
11206101,7620,HOUSE,HOUSE,189000,3,145,False,,False,,1,Wallonie,Hainaut,GOOD,3,FUELOIL,INSTALLED,,
11206119,1950,HOUSE,HOUSE,449000,3,100,False,15,False,,1,Flandres,Brabant Flamand,TO_RENOVATE,3,,NOT_INSTALLED,False,False
11206115,1740,HOUSE,HOUSE,310000,3,145,False,20,False,,1,Flandres,Brabant Flamand,TO_RENOVATE,3,GAS,INSTALLED,False,False
11133933,9500,HOUSE,EXCEPTIONAL_PROPERTY,399000,5,240,False,22,False,,2,Flandres,Flandre Orientale,JUST_RENOVATED,2,GAS,HYPER_EQUIPPED,,
11206122,4900,HOUSE,HOUSE,672075,4,159,False,,False,,1,Wallonie,Liège,,3,,HYPER_EQUIPPED,,
11206123,2540,APARTMENT,APARTMENT,295000,2,111,False,,False,,1,Flandres,Anvers,GOOD,3,,INSTALLED,False,
11206130,2650,HOUSE,TOWN_HOUSE,525000,4,195,False,,False,,1,Flandres,Anvers,GOOD,3,GAS,INSTALLED,,
11206134,2550,APARTMENT,DUPLEX,275000,2,105,False,30,False,,1,Flandres,Anvers,AS_NEW,2,,USA_HYPER_EQUIPPED,False,False
11206131,4040,APARTMENT,APARTMENT,139000,2,85,False,,False,,1,Wallonie,Liège,GOOD,,FUELOIL,,,
11206133,2650,HOUSE,HOUSE,515000,3,140,False,,False,,1,Flandres,Anvers,AS_NEW,2,,HYPER_EQUIPPED,,
11206136,1701,HOUSE,HOUSE,529000,3,230,False,,False,,1,Flandres,Brabant Flamand,GOOD,4,FUELOIL,USA_HYPER_EQUIPPED,False,
11206135,2550,APARTMENT,APARTMENT,245000,1,88,False,25,False,,1,Flandres,Anvers,AS_NEW,2,,USA_HYPER_EQUIPPED,False,
11156548,1570,HOUSE,HOUSE,349000,2,172,False,,False,,1,Flandres,Brabant Flamand,GOOD,3,,INSTALLED,False,False
11206146,6850,HOUSE_GROUP,HOUSE_GROUP,,,,False,,False,,,Wallonie,Luxembourg,,,,,,
11206138,2610,HOUSE,EXCEPTIONAL_PROPERTY,499000,2,273,False,23,False,,1,Flandres,Anvers,AS_NEW,3,GAS,INSTALLED,False,False
11206144,7700,HOUSE,HOUSE,335000,3,152,False,15,False,,1,Wallonie,Hainaut,AS_NEW,3,GAS,INSTALLED,False,False
11206137,6560,HOUSE,HOUSE,215000,3,193,False,10,False,,1,Wallonie,Hainaut,JUST_RENOVATED,3,GAS,HYPER_EQUIPPED,False,False
11206139,2180,HOUSE,HOUSE,249000,3,142,False,,False,,1,Flandres,Anvers,,2,,,False,
11206147,1380,HOUSE,VILLA,835000,5,260,False,,False,,2,Wallonie,Brabant Wallon,GOOD,4,FUELOIL,HYPER_EQUIPPED,False,False
11206151,3700,APARTMENT,APARTMENT,279000,2,94,False,8,False,,1,Flandres,Limbourg,GOOD,3,GAS,HYPER_EQUIPPED,False,
11206153,9000,APARTMENT,APARTMENT,585000,1,77,False,9,False,,1,Flandres,Flandre Orientale,AS_NEW,2,,USA_HYPER_EQUIPPED,False,False
10904683,3000,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Flandres,Brabant Flamand,,,,,,
11206152,9000,APARTMENT,APARTMENT,653049,1,77,False,9,False,,1,Flandres,Flandre Orientale,AS_NEW,2,,USA_HYPER_EQUIPPED,False,False
10642850,1420,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Wallonie,Brabant Wallon,,,,,,
11174007,9000,APARTMENT,APARTMENT,356500,1,91,False,16,False,,1,Flandres,Flandre Orientale,AS_NEW,2,GAS,USA_HYPER_EQUIPPED,True,False
10864938,1800,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Flandres,Brabant Flamand,,,,,,
8642585,8450,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Flandres,Flandre Occidentale,,,,,,
10696356,1420,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Wallonie,Brabant Wallon,,,,,,
11173926,9040,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Flandres,Flandre Orientale,,,,,,
10972139,1300,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Wallonie,Brabant Wallon,,,,,,
10373696,4900,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Wallonie,Liège,,,,,,
7899353,4800,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Wallonie,Liège,,,,,,
9485174,8400,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Flandres,Flandre Occidentale,,,,,,
10669888,6860,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Wallonie,Luxembourg,,,,,,
10956826,1140,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Bruxelles,Bruxelles,,,,,,
10137216,4821,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Wallonie,Liège,,,,,,
11092564,5100,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Wallonie,Namur,,,,,,
10311489,4430,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Wallonie,Liège,,,,,,
11174560,1140,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Bruxelles,Bruxelles,,,,,,
9665385,4800,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Wallonie,Liège,,,,,,
11105237,5100,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Wallonie,Namur,,,,,,
10255478,1070,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Bruxelles,Bruxelles,,,,,,
9622738,4900,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Wallonie,Liège,,,,,,
11174404,1081,APARTMENT,APARTMENT,199000,2,84,False,8,False,,1,Bruxelles,Bruxelles,TO_BE_DONE_UP,2,GAS,SEMI_EQUIPPED,False,False
11055708,4000,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Wallonie,Liège,,,,,,
9129654,7950,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Wallonie,Hainaut,,,,,,
11174098,4000,APARTMENT,APARTMENT,179000,2,84,False,6,False,,1,Wallonie,Liège,GOOD,3,GAS,INSTALLED,False,False
11193101,4000,APARTMENT,APARTMENT,220000,2,90,False,6,False,,1,Wallonie,Liège,GOOD,2,GAS,INSTALLED,False,False
10672193,6970,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Wallonie,Luxembourg,,,,,,
11195390,9032,APARTMENT,PENTHOUSE,335000,2,92,False,29,False,,1,Flandres,Flandre Orientale,AS_NEW,4,GAS,INSTALLED,False,False
11205978,5000,APARTMENT,APARTMENT,306000,2,88,False,6,False,,,Wallonie,Namur,AS_NEW,,,,,
11196649,1160,APARTMENT,APARTMENT,514500,2,102,False,25,False,,1,Bruxelles,Bruxelles,AS_NEW,2,GAS,USA_HYPER_EQUIPPED,False,False
11205980,1300,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Wallonie,Brabant Wallon,,,,,,
11195699,1160,APARTMENT,FLAT_STUDIO,270000,0,48,False,8,False,,1,Bruxelles,Bruxelles,AS_NEW,2,GAS,USA_HYPER_EQUIPPED,False,False
11205986,1300,APARTMENT,APARTMENT,298000,1,82,False,10,False,,,Wallonie,Brabant Wallon,AS_NEW,,,,,
11205992,4800,HOUSE,APARTMENT_BLOCK,210000,6,190,False,,False,,6,Wallonie,Liège,GOOD,2,GAS,SEMI_EQUIPPED,False,False
11206002,1070,APARTMENT,GROUND_FLOOR,219000,1,64,False,31,False,,1,Bruxelles,Bruxelles,AS_NEW,2,GAS,INSTALLED,False,False
11206005,2220,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Flandres,Anvers,,,,,,
11173743,9290,HOUSE,HOUSE,449000,4,309,False,,False,,1,Flandres,Flandre Orientale,AS_NEW,3,GAS,USA_HYPER_EQUIPPED,False,False
11047356,4000,HOUSE,HOUSE,109000,2,81,False,24,False,,1,Wallonie,Liège,TO_RENOVATE,2,GAS,NOT_INSTALLED,False,False
11205997,1332,HOUSE,HOUSE,335000,2,116,False,15,False,,1,Wallonie,Brabant Wallon,GOOD,2,,INSTALLED,False,False
11046529,4030,APARTMENT,APARTMENT,149500,2,66,False,,False,,1,Wallonie,Liège,AS_NEW,2,GAS,INSTALLED,False,False
11205990,4030,HOUSE,HOUSE,182000,4,139,False,8,False,,1,Wallonie,Liège,GOOD,2,GAS,INSTALLED,False,False
11068753,4020,HOUSE,HOUSE,129000,3,116,False,,False,,1,Wallonie,Liège,TO_BE_DONE_UP,2,,USA_SEMI_EQUIPPED,False,False
11206015,8300,HOUSE,VILLA,2975000,5,298,False,,False,6,1,Flandres,Flandre Occidentale,TO_RENOVATE,4,GAS,HYPER_EQUIPPED,,False
11206014,1180,APARTMENT,GROUND_FLOOR,150000,1,40,False,,False,,1,Bruxelles,Bruxelles,GOOD,2,GAS,SEMI_EQUIPPED,False,False
11206019,2000,APARTMENT,APARTMENT,469000,2,103,False,6,False,,1,Flandres,Anvers,,2,,,False,
11206017,2390,HOUSE,HOUSE,399000,3,237,False,,False,,1,Flandres,Anvers,TO_BE_DONE_UP,4,FUELOIL,,False,
11140551,2627,HOUSE,HOUSE,225000,3,132,False,,False,,1,Flandres,Anvers,TO_BE_DONE_UP,2,,USA_SEMI_EQUIPPED,False,
11180391,2860,HOUSE,HOUSE,270000,2,167,False,25,False,,1,Flandres,Anvers,GOOD,2,FUELOIL,USA_HYPER_EQUIPPED,False,
11206026,2630,APARTMENT,APARTMENT,799000,5,,False,,False,,3,Flandres,Anvers,AS_NEW,2,,USA_INSTALLED,,
11206029,4170,HOUSE,HOUSE,189000,4,185,False,,False,,1,Wallonie,Liège,JUST_RENOVATED,2,PELLET,INSTALLED,False,False
11206028,3630,APARTMENT,DUPLEX,269000,2,,False,,False,,1,Flandres,Limbourg,AS_NEW,,,,False,
11206035,2382,HOUSE,HOUSE,695000,4,290,False,,False,,2,Flandres,Anvers,,4,,,False,
11206031,2320,HOUSE,HOUSE,430000,3,170,False,,False,,1,Flandres,Anvers,,4,FUELOIL,HYPER_EQUIPPED,False,False
11181086,1040,APARTMENT,APARTMENT,330000,1,55,False,2,False,,1,Bruxelles,Bruxelles,JUST_RENOVATED,2,GAS,USA_HYPER_EQUIPPED,False,False
11146171,2630,APARTMENT,APARTMENT,224000,1,,False,,False,,1,Flandres,Anvers,AS_NEW,2,,USA_INSTALLED,,
11206032,2970,HOUSE,VILLA,1198000,6,485,False,,False,,2,Flandres,Anvers,AS_NEW,4,GAS,USA_HYPER_EQUIPPED,,
10428210,1300,APARTMENT,APARTMENT,345455,2,98,False,15,False,,1,Wallonie,Brabant Wallon,AS_NEW,,GAS,NOT_INSTALLED,False,
10981919,1130,APARTMENT,APARTMENT,321680,3,141,False,5,False,,1,Bruxelles,Bruxelles,AS_NEW,,GAS,HYPER_EQUIPPED,False,False
10962800,4280,APARTMENT,APARTMENT,340000,2,97,False,16,False,,1,Wallonie,Liège,GOOD,2,GAS,USA_INSTALLED,False,False
10201117,5100,APARTMENT,APARTMENT,323851,3,97,False,11,False,,2,Wallonie,Namur,AS_NEW,,GAS,NOT_INSTALLED,False,
10851160,1050,APARTMENT,FLAT_STUDIO,323000,0,48,False,,False,,,Bruxelles,Bruxelles,AS_NEW,2,GAS,USA_HYPER_EQUIPPED,False,False
10982551,1420,APARTMENT,APARTMENT,335000,2,103,False,7,False,,1,Wallonie,Brabant Wallon,AS_NEW,4,GAS,USA_HYPER_EQUIPPED,False,False
10965258,1831,APARTMENT,APARTMENT,321680,3,141,False,5,False,,1,Flandres,Brabant Flamand,AS_NEW,,GAS,HYPER_EQUIPPED,False,False
10946835,1200,APARTMENT,APARTMENT,320000,1,69,False,,False,,1,Bruxelles,Bruxelles,AS_NEW,2,GAS,USA_HYPER_EQUIPPED,False,False
10920374,1120,APARTMENT,APARTMENT,310000,2,90,False,8,False,,1,Bruxelles,Bruxelles,AS_NEW,3,GAS,USA_INSTALLED,False,
10955991,1300,APARTMENT,APARTMENT,298000,1,83,False,,False,,,Wallonie,Brabant Wallon,AS_NEW,3,GAS,HYPER_EQUIPPED,False,
10965257,1831,APARTMENT,APARTMENT,264530,3,117,False,5,False,,1,Flandres,Brabant Flamand,AS_NEW,2,GAS,HYPER_EQUIPPED,False,False
11075591,1140,APARTMENT,FLAT_STUDIO,269000,1,55,False,,False,,,Bruxelles,Bruxelles,AS_NEW,3,SOLAR,USA_SEMI_EQUIPPED,False,
10981920,1130,APARTMENT,APARTMENT,264530,3,117,False,5,False,,1,Bruxelles,Bruxelles,AS_NEW,2,GAS,HYPER_EQUIPPED,False,False
11148725,1070,APARTMENT,APARTMENT,289500,2,87,False,11,False,,1,Bruxelles,Bruxelles,AS_NEW,3,GAS,USA_HYPER_EQUIPPED,,False
11150453,1082,APARTMENT,APARTMENT,319000,2,115,False,5,False,,2,Bruxelles,Bruxelles,AS_NEW,,GAS,INSTALLED,,False
10965259,1831,APARTMENT,APARTMENT,262609,2,115,False,7,False,,1,Flandres,Brabant Flamand,AS_NEW,3,GAS,HYPER_EQUIPPED,False,False
10946836,1200,APARTMENT,FLAT_STUDIO,264000,0,50,False,,False,,1,Bruxelles,Bruxelles,AS_NEW,2,GAS,USA_HYPER_EQUIPPED,False,False
10956596,1140,APARTMENT,FLAT_STUDIO,259000,1,55,False,,False,,,Bruxelles,Bruxelles,AS_NEW,3,SOLAR,USA_HYPER_EQUIPPED,False,
11181679,1080,APARTMENT,APARTMENT,299000,3,145,False,18,False,,1,Bruxelles,Bruxelles,JUST_RENOVATED,2,GAS,INSTALLED,,False
11129556,5000,APARTMENT,APARTMENT,250000,2,104,False,,False,,1,Wallonie,Namur,AS_NEW,2,GAS,USA_HYPER_EQUIPPED,False,
11115396,1070,APARTMENT,APARTMENT,250000,1,66,False,,False,,1,Bruxelles,Bruxelles,AS_NEW,3,GAS,USA_HYPER_EQUIPPED,,
10981917,1130,APARTMENT,APARTMENT,262609,2,115,False,7,False,,1,Bruxelles,Bruxelles,AS_NEW,3,GAS,HYPER_EQUIPPED,False,False
11050524,1200,APARTMENT,FLAT_STUDIO,245000,0,40,False,,False,,1,Bruxelles,Bruxelles,AS_NEW,2,GAS,USA_HYPER_EQUIPPED,False,False
11163349,5000,APARTMENT,APARTMENT,235000,2,88,False,,False,,,Wallonie,Namur,AS_NEW,2,GAS,USA_HYPER_EQUIPPED,False,
11206036,2360,HOUSE,HOUSE,319000,2,180,False,,False,,1,Flandres,Anvers,,2,GAS,USA_HYPER_EQUIPPED,False,
10209483,7333,APARTMENT,APARTMENT,230455,2,97,False,30,False,,1,Wallonie,Hainaut,AS_NEW,,GAS,NOT_INSTALLED,False,
10917159,7050,APARTMENT,APARTMENT,230000,2,86,False,,False,,,Wallonie,Hainaut,AS_NEW,,GAS,INSTALLED,,
11137657,1000,APARTMENT,KOT,216500,0,24,False,,False,,1,Bruxelles,Bruxelles,AS_NEW,2,GAS,INSTALLED,True,False
11030892,1000,APARTMENT,KOT,223500,0,26,False,,False,,1,Bruxelles,Bruxelles,AS_NEW,2,GAS,INSTALLED,True,False
10566159,7333,APARTMENT,APARTMENT,234455,2,115,False,7,False,,1,Wallonie,Hainaut,AS_NEW,,GAS,NOT_INSTALLED,False,
11206039,2300,HOUSE,HOUSE,315000,4,150,False,,False,,1,Flandres,Anvers,AS_NEW,2,,SEMI_EQUIPPED,,
11206038,1950,HOUSE,VILLA,1595000,5,260,False,60,False,6,2,Flandres,Brabant Flamand,AS_NEW,4,GAS,HYPER_EQUIPPED,False,False
10943177,4920,APARTMENT,APARTMENT,479000,7,354,False,12,False,,3,Wallonie,Liège,GOOD,2,FUELOIL,INSTALLED,,False
11126228,4040,HOUSE,HOUSE,189000,4,304,False,,False,,1,Wallonie,Liège,TO_BE_DONE_UP,2,GAS,,,False
11206040,2300,HOUSE,HOUSE,319000,3,150,False,,False,,1,Flandres,Anvers,AS_NEW,2,,INSTALLED,,
11206053,3210,HOUSE,VILLA,995000,4,325,False,,False,,2,Flandres,Brabant Flamand,AS_NEW,4,,USA_INSTALLED,,
11206061,4920,HOUSE,APARTMENT_BLOCK,515000,7,307,False,28,False,,3,Wallonie,Liège,TO_RENOVATE,4,FUELOIL,SEMI_EQUIPPED,False,False
11206063,4920,HOUSE,APARTMENT_BLOCK,515000,4,244,False,82,False,,3,Wallonie,Liège,TO_RENOVATE,3,,SEMI_EQUIPPED,False,False
11206064,4802,APARTMENT,APARTMENT,165000,3,,False,2,False,,1,Wallonie,Liège,TO_RENOVATE,3,GAS,SEMI_EQUIPPED,False,False
11206055,4680,HOUSE,HOUSE,249000,4,145,False,,False,,1,Wallonie,Liège,AS_NEW,3,FUELOIL,INSTALLED,False,False
11206065,4032,HOUSE,HOUSE,249000,5,330,False,40,False,,1,Wallonie,Liège,TO_RENOVATE,2,GAS,NOT_INSTALLED,False,False
11206066,9690,HOUSE,HOUSE,441407,3,,False,,False,,1,Flandres,Flandre Orientale,AS_NEW,4,,,,
11206067,9690,HOUSE,HOUSE,484149,4,,False,,False,,1,Flandres,Flandre Orientale,AS_NEW,4,,,,
11206068,8730,HOUSE,HOUSE,508957,3,,False,,False,,1,Flandres,Flandre Occidentale,AS_NEW,4,,,,
11206045,3071,HOUSE,HOUSE,439000,2,110,False,,False,,1,Flandres,Brabant Flamand,GOOD,4,FUELOIL,,False,
11206044,1930,APARTMENT,FLAT_STUDIO,239000,1,56,False,,False,,1,Flandres,Brabant Flamand,GOOD,3,GAS,HYPER_EQUIPPED,,
11206052,9450,APARTMENT,APARTMENT,321000,2,118,False,17,False,,1,Flandres,Flandre Orientale,AS_NEW,3,GAS,,,
11206074,2560,HOUSE,HOUSE,275000,2,105,False,,False,,1,Flandres,Anvers,,3,GAS,INSTALLED,,
11206075,2560,HOUSE,VILLA,899000,3,525,False,,False,,3,Flandres,Anvers,,4,,HYPER_EQUIPPED,,True
11206069,8730,HOUSE_GROUP,HOUSE_GROUP,,,,False,,False,,,Flandres,Flandre Occidentale,,,,,,
11206059,9420,APARTMENT,APARTMENT,180000,1,70,False,,False,,1,Flandres,Flandre Orientale,AS_NEW,3,GAS,INSTALLED,,
11206077,2560,HOUSE,HOUSE,399000,3,175,False,,False,,1,Flandres,Anvers,,3,GAS,HYPER_EQUIPPED,,
11206076,2280,HOUSE,EXCEPTIONAL_PROPERTY,1475000,3,550,False,,False,,2,Flandres,Anvers,,4,,HYPER_EQUIPPED,,True
11206078,3930,HOUSE,HOUSE,399500,4,193,False,,False,,1,Flandres,Limbourg,GOOD,3,GAS,HYPER_EQUIPPED,,
11206087,6060,HOUSE,MIXED_USE_BUILDING,140000,3,223,False,,False,,1,Wallonie,Hainaut,GOOD,2,GAS,INSTALLED,False,
11206084,6141,HOUSE,MIXED_USE_BUILDING,350000,4,312,False,,False,,3,Wallonie,Hainaut,GOOD,2,GAS,INSTALLED,False,
11181056,1090,APARTMENT,APARTMENT,209000,2,75,False,8,False,,,Bruxelles,Bruxelles,GOOD,2,FUELOIL,USA_INSTALLED,False,False
11206089,8793,HOUSE,HOUSE,289000,3,117,False,,False,,1,Flandres,Flandre Occidentale,TO_RENOVATE,4,,,,
11206090,1000,HOUSE,VILLA,1190000,5,350,False,,False,6,3,Bruxelles,Bruxelles,TO_BE_DONE_UP,4,GAS,HYPER_EQUIPPED,,False
11181023,1200,APARTMENT,FLAT_STUDIO,199000,0,46,False,,False,,1,Bruxelles,Bruxelles,GOOD,2,GAS,USA_SEMI_EQUIPPED,False,False
11182735,8430,APARTMENT,FLAT_STUDIO,139000,0,36,False,,False,,1,Flandres,Flandre Occidentale,AS_NEW,2,GAS,INSTALLED,False,False
11201980,8300,APARTMENT,APARTMENT,1875000,4,128,False,,False,12,2,Flandres,Flandre Occidentale,GOOD,,,,,
11183208,1180,APARTMENT,PENTHOUSE,1295000,3,179,False,37,False,4,2,Bruxelles,Bruxelles,AS_NEW,,,USA_HYPER_EQUIPPED,,False
11200005,8300,APARTMENT,GROUND_FLOOR,795000,2,74,False,,False,,2,Flandres,Flandre Occidentale,AS_NEW,2,GAS,HYPER_EQUIPPED,False,False
11200386,1050,APARTMENT,TRIPLEX,1250000,4,318,False,37,False,,4,Bruxelles,Bruxelles,TO_RENOVATE,2,,NOT_INSTALLED,False,False
11199883,1040,APARTMENT,APARTMENT,525000,3,172,False,17,False,,2,Bruxelles,Bruxelles,TO_RENOVATE,3,,INSTALLED,False,False
11201771,1050,APARTMENT,APARTMENT,795000,4,240,False,,False,6,2,Bruxelles,Bruxelles,GOOD,2,GAS,HYPER_EQUIPPED,,False
11193111,1180,APARTMENT,GROUND_FLOOR,495000,2,117,False,,False,,1,Bruxelles,Bruxelles,AS_NEW,4,GAS,HYPER_EQUIPPED,,False
11200256,1170,APARTMENT,APARTMENT,500000,2,141,False,6,False,,1,Bruxelles,Bruxelles,AS_NEW,2,,HYPER_EQUIPPED,False,
11201078,1180,APARTMENT,APARTMENT,395000,3,115,False,8,False,,1,Bruxelles,Bruxelles,GOOD,2,FUELOIL,INSTALLED,,False
11201721,1050,APARTMENT,APARTMENT,375000,2,110,False,,False,,1,Bruxelles,Bruxelles,TO_BE_DONE_UP,2,GAS,INSTALLED,,
11201747,1000,APARTMENT,APARTMENT,375000,2,110,False,,False,,1,Bruxelles,Bruxelles,TO_BE_DONE_UP,2,GAS,INSTALLED,,
11204508,1480,APARTMENT,PENTHOUSE,390000,2,109,False,19,False,1,,Wallonie,Brabant Wallon,GOOD,2,,,,
11200174,4040,APARTMENT,APARTMENT,135000,1,60,False,5,False,,1,Wallonie,Liège,GOOD,,FUELOIL,SEMI_EQUIPPED,False,False
11199171,2560,APARTMENT,APARTMENT,199000,2,83,False,12,False,,1,Flandres,Anvers,GOOD,2,GAS,SEMI_EQUIPPED,,
9525687,1160,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Bruxelles,Bruxelles,,,,,,
11198734,8500,APARTMENT,APARTMENT,185000,2,100,False,5,False,,1,Flandres,Flandre Occidentale,GOOD,,FUELOIL,SEMI_EQUIPPED,,
11173703,1050,APARTMENT,APARTMENT,780000,2,150,False,,False,,1,Bruxelles,Bruxelles,AS_NEW,2,GAS,USA_INSTALLED,,False
11173886,1170,APARTMENT,TRIPLEX,650000,5,192,False,5,False,,3,Bruxelles,Bruxelles,AS_NEW,3,GAS,HYPER_EQUIPPED,,False
11175506,2018,APARTMENT,APARTMENT,599000,3,200,False,15,False,,3,Flandres,Anvers,JUST_RENOVATED,2,GAS,INSTALLED,,
