property_id,postal_code,type_of_property,subtype_of_property,price,bedrooms,living_area,openfire,terrace,garden,rooms,bathrooms,region,province,state_of_property,facade_count,heating,kitchen,furnished,swimmingpool
11197705,9200,APARTMENT,APARTMENT,374000,3,,False,50,False,14,1,Flandres,Flandre Orientale,,,GAS,INSTALLED,,
11197702,9240,HOUSE,HOUSE,149000,3,110,False,,False,10,1,Flandres,Flandre Orientale,TO_RENOVATE,,,,,
11197687,8550,HOUSE,HOUSE,338976,3,127,False,,False,9,1,Flandres,Flandre Occidentale,,,GAS,HYPER_EQUIPPED,,
11197709,8480,HOUSE,HOUSE,259000,2,,False,,False,,1,Flandres,Flandre Occidentale,AS_NEW,2,GAS,INSTALLED,,
11197708,9000,HOUSE,HOUSE,209000,0,30,False,,False,1,,Flandres,Flandre Orientale,GOOD,2,,,,
10979130,1180,APARTMENT,APARTMENT,320000,2,106,False,11,False,,1,Bruxelles,Bruxelles,GOOD,2,,INSTALLED,,False
11163028,1090,APARTMENT,APARTMENT,310000,2,90,False,,False,,1,Bruxelles,Bruxelles,AS_NEW,2,GAS,HYPER_EQUIPPED,False,
11159708,1020,APARTMENT,APARTMENT,339000,3,130,False,7,False,,1,Bruxelles,Bruxelles,,2,GAS,INSTALLED,False,
11138460,1040,APARTMENT,APARTMENT,320000,2,68,False,2,False,,1,Bruxelles,Bruxelles,GOOD,2,,INSTALLED,False,False
11121208,8370,APARTMENT,APARTMENT,315000,2,80,False,,False,,1,Flandres,Flandre Occidentale,TO_BE_DONE_UP,2,GAS,INSTALLED,,
11103648,9000,APARTMENT,APARTMENT,325000,1,67,False,,False,,1,Flandres,Flandre Orientale,AS_NEW,2,GAS,HYPER_EQUIPPED,,
10713920,8670,APARTMENT,APARTMENT,299000,2,62,False,,False,1,1,Flandres,Flandre Occidentale,TO_RENOVATE,,,,,
10906690,1050,APARTMENT,APARTMENT,298000,1,67,False,3,False,,1,Bruxelles,Bruxelles,,2,,SEMI_EQUIPPED,,
11093176,1200,APARTMENT,APARTMENT,270000,1,77,False,2,False,,1,Bruxelles,Bruxelles,GOOD,2,GAS,SEMI_EQUIPPED,False,False
10987764,1080,APARTMENT,DUPLEX,295000,2,112,False,,False,,1,Bruxelles,Bruxelles,AS_NEW,2,GAS,HYPER_EQUIPPED,False,
10486175,1932,APARTMENT,APARTMENT,275000,2,90,False,8,False,,1,Flandres,Brabant Flamand,GOOD,,GAS,INSTALLED,False,False
11110087,1070,APARTMENT,APARTMENT,280000,1,,False,16,False,,1,Bruxelles,Bruxelles,AS_NEW,4,GAS,HYPER_EQUIPPED,,False
11097799,9500,APARTMENT,DUPLEX,269000,2,115,False,,False,1,1,Flandres,Flandre Orientale,GOOD,2,,,,
10883500,4910,APARTMENT,APARTMENT,269000,3,123,False,8,False,,1,Wallonie,Liège,GOOD,3,FUELOIL,INSTALLED,False,False
11052646,1060,APARTMENT,APARTMENT,279000,1,89,False,,False,,1,Bruxelles,Bruxelles,TO_RENOVATE,2,GAS,NOT_INSTALLED,False,False
10766949,8430,APARTMENT,APARTMENT,265000,2,61,True,5,True,,1,Flandres,Flandre Occidentale,GOOD,,GAS,SEMI_EQUIPPED,True,
11160697,5000,APARTMENT,APARTMENT,260000,2,81,False,10,False,,1,Wallonie,Namur,,4,,INSTALLED,,
11150791,4020,APARTMENT,TRIPLEX,265000,4,176,False,,False,,2,Wallonie,Liège,AS_NEW,2,GAS,INSTALLED,False,False
10830685,8420,APARTMENT,APARTMENT,259750,2,80,False,,False,7,1,Flandres,Flandre Occidentale,TO_BE_DONE_UP,,,INSTALLED,,
11128507,1330,APARTMENT,APARTMENT,250000,1,70,False,6,False,,1,Wallonie,Brabant Wallon,GOOD,,,USA_INSTALLED,,False
11067172,2580,APARTMENT,APARTMENT,259000,2,106,False,,False,,1,Flandres,Anvers,,2,GAS,INSTALLED,,
11087198,4020,APARTMENT,APARTMENT,260000,2,88,False,8,False,,1,Wallonie,Liège,GOOD,2,,NOT_INSTALLED,,
11045506,4841,APARTMENT,DUPLEX,255000,2,126,False,64,False,,2,Wallonie,Liège,AS_NEW,2,GAS,INSTALLED,False,False
11076065,1301,APARTMENT,GROUND_FLOOR,250000,2,100,False,4,False,,,Wallonie,Brabant Wallon,TO_BE_DONE_UP,2,GAS,INSTALLED,,
11076064,1300,APARTMENT,GROUND_FLOOR,250000,2,100,False,4,False,,,Wallonie,Brabant Wallon,TO_BE_DONE_UP,2,GAS,INSTALLED,,
11041940,9000,APARTMENT,APARTMENT,249000,1,,False,,False,1,1,Flandres,Flandre Orientale,JUST_RENOVATED,,,INSTALLED,,False
11197785,2660,HOUSE,HOUSE,599000,8,,False,,False,,4,Flandres,Anvers,,,,,,
10822043,5377,APARTMENT,APARTMENT,229000,2,103,False,35,False,,1,Wallonie,Namur,JUST_RENOVATED,4,,HYPER_EQUIPPED,False,
11197786,9500,HOUSE,HOUSE,138000,3,,False,,False,,1,Flandres,Flandre Orientale,GOOD,,,,,
11163958,8430,APARTMENT,FLAT_STUDIO,235000,0,42,True,,True,,1,Flandres,Flandre Occidentale,GOOD,2,ELECTRIC,NOT_INSTALLED,True,
11167675,1070,APARTMENT,APARTMENT,225000,2,73,False,,False,7,1,Bruxelles,Bruxelles,GOOD,,FUELOIL,,False,False
11197787,9400,HOUSE,HOUSE,359000,3,,False,,False,,2,Flandres,Flandre Orientale,GOOD,,,,,
11197788,9500,HOUSE,HOUSE,138000,3,,False,,False,,1,Flandres,Flandre Orientale,GOOD,,,,,
11197789,9404,HOUSE,HOUSE,319000,3,136,False,,False,,1,Flandres,Flandre Orientale,TO_RENOVATE,4,,,,
10804143,4020,APARTMENT,APARTMENT,229000,2,86,False,2,False,,,Wallonie,Liège,AS_NEW,2,,NOT_INSTALLED,,
11197801,8520,HOUSE,HOUSE,280000,2,199,False,,False,11,1,Flandres,Flandre Occidentale,,,,,,
11197791,9400,HOUSE,HOUSE,319000,3,136,False,,False,,1,Flandres,Flandre Orientale,TO_RENOVATE,4,,,,
11197792,9404,HOUSE,MIXED_USE_BUILDING,165000,0,,False,,False,,,Flandres,Flandre Orientale,,,,INSTALLED,,
11197790,9406,HOUSE,HOUSE,359000,3,,False,,False,,2,Flandres,Flandre Orientale,GOOD,,,,,
11197809,8660,APARTMENT,APARTMENT,165000,1,64,False,,False,3,1,Flandres,Flandre Occidentale,,,,,,
11197793,3530,HOUSE,HOUSE,415000,4,200,False,,False,16,1,Flandres,Limbourg,,,,,,
11197807,8620,APARTMENT,APARTMENT,275000,2,49,False,,False,8,1,Flandres,Flandre Occidentale,,,ELECTRIC,INSTALLED,,
11197810,9120,HOUSE,HOUSE,415000,4,151,False,,False,13,1,Flandres,Flandre Orientale,AS_NEW,,GAS,,,
11197812,8370,APARTMENT,APARTMENT,249000,2,91,False,,False,10,1,Flandres,Flandre Occidentale,,,,,,
11197813,1570,HOUSE,BUNGALOW,349000,3,160,True,,True,,1,Flandres,Brabant Flamand,,4,,INSTALLED,,
11197811,8370,HOUSE,HOUSE,198000,2,75,False,,False,9,1,Flandres,Flandre Occidentale,,,,,,
11197814,1760,HOUSE,HOUSE,449000,4,170,True,50,True,,2,Flandres,Brabant Flamand,JUST_RENOVATED,4,GAS,USA_HYPER_EQUIPPED,,
11197802,2000,APARTMENT,APARTMENT,1360000,4,352,False,1,False,4,2,Flandres,Anvers,AS_NEW,2,,USA_HYPER_EQUIPPED,,False
11197816,9090,HOUSE,VILLA,500000,5,280,False,,False,19,2,Flandres,Flandre Orientale,TO_RENOVATE,,,,,
11197818,9000,HOUSE,MANOR_HOUSE,1250000,0,,False,,False,,,Flandres,Flandre Orientale,TO_BE_DONE_UP,,,,,
11169189,7180,APARTMENT,DUPLEX,178000,2,80,False,10,False,,1,Wallonie,Hainaut,GOOD,2,GAS,SEMI_EQUIPPED,False,False
11075251,4000,APARTMENT,DUPLEX,179000,3,120,False,,False,,1,Wallonie,Liège,JUST_RENOVATED,2,,INSTALLED,False,False
11165900,1190,APARTMENT,APARTMENT,175000,3,150,False,,False,,2,Bruxelles,Bruxelles,TO_RENOVATE,2,,NOT_INSTALLED,False,False
11049979,4432,APARTMENT,APARTMENT,169000,2,92,False,4,False,,,Wallonie,Liège,TO_BE_DONE_UP,3,FUELOIL,SEMI_EQUIPPED,,
11097251,6940,APARTMENT,APARTMENT,175000,2,96,False,,False,,1,Wallonie,Luxembourg,GOOD,,FUELOIL,INSTALLED,False,False
11007267,4102,APARTMENT,APARTMENT,170000,2,75,False,8,False,,1,Wallonie,Liège,GOOD,,GAS,SEMI_EQUIPPED,,
10661453,4000,APARTMENT,APARTMENT,170000,1,62,False,,False,,1,Wallonie,Liège,GOOD,3,GAS,INSTALLED,False,
11091670,1200,APARTMENT,FLAT_STUDIO,175000,0,35,False,,False,,1,Bruxelles,Bruxelles,GOOD,2,GAS,USA_SEMI_EQUIPPED,False,False
10726112,4020,APARTMENT,APARTMENT,165000,2,75,False,5,False,,1,Wallonie,Liège,GOOD,2,GAS,INSTALLED,True,False
11164915,5500,APARTMENT,DUPLEX,155000,2,91,False,,False,,1,Wallonie,Namur,GOOD,3,GAS,INSTALLED,False,False
11139948,4000,APARTMENT,APARTMENT,169000,2,82,False,3,False,,1,Wallonie,Liège,GOOD,2,,SEMI_EQUIPPED,,False
11044142,1020,APARTMENT,APARTMENT,165000,1,73,False,,False,,1,Bruxelles,Bruxelles,GOOD,3,FUELOIL,,,False
10983679,7301,APARTMENT,APARTMENT,159000,2,111,False,,False,7,1,Wallonie,Hainaut,GOOD,,,NOT_INSTALLED,False,False
11170088,5170,APARTMENT,APARTMENT,155000,1,62,False,,False,,1,Wallonie,Namur,,4,,SEMI_EQUIPPED,,
10798033,1080,APARTMENT,APARTMENT,155000,1,50,False,,False,,1,Bruxelles,Bruxelles,GOOD,2,GAS,SEMI_EQUIPPED,,
11115194,4280,APARTMENT,LOFT,150000,1,90,False,,False,,1,Wallonie,Liège,AS_NEW,2,PELLET,INSTALLED,False,False
11103659,2060,APARTMENT,FLAT_STUDIO,154500,1,30,False,,False,,1,Flandres,Anvers,AS_NEW,2,GAS,HYPER_EQUIPPED,,
11083571,7100,APARTMENT,DUPLEX,149000,1,67,False,7,False,,1,Wallonie,Hainaut,GOOD,2,GAS,INSTALLED,False,
10965877,8370,APARTMENT,FLAT_STUDIO,142500,0,,False,,False,,1,Flandres,Flandre Occidentale,AS_NEW,2,,HYPER_EQUIPPED,True,False
11023753,3000,APARTMENT,KOT,145000,1,17,False,,False,,1,Flandres,Brabant Flamand,,3,,USA_HYPER_EQUIPPED,,
11135824,5000,APARTMENT,APARTMENT,130000,2,79,False,,False,,,Wallonie,Namur,GOOD,,,INSTALLED,,
10924715,4800,APARTMENT,APARTMENT,149000,2,86,False,,False,,1,Wallonie,Liège,GOOD,2,GAS,SEMI_EQUIPPED,False,False
10928735,1070,APARTMENT,APARTMENT,135000,1,42,False,,False,,,Bruxelles,Bruxelles,,2,,USA_INSTALLED,,
10928875,2640,APARTMENT,FLAT_STUDIO,130000,1,42,False,4,False,,1,Flandres,Anvers,GOOD,4,GAS,SEMI_EQUIPPED,,
11097219,4040,APARTMENT,APARTMENT,119000,2,74,False,,False,,1,Wallonie,Liège,TO_BE_DONE_UP,2,,,,
10971960,7000,APARTMENT,APARTMENT,115000,1,39,False,14,False,,1,Wallonie,Hainaut,TO_BE_DONE_UP,2,GAS,INSTALLED,False,False
11163249,4020,APARTMENT,APARTMENT,95000,2,,False,2,False,,,Wallonie,Liège,GOOD,,,INSTALLED,,
11166577,4020,APARTMENT,APARTMENT,120000,1,41,False,,False,,,Wallonie,Liège,AS_NEW,2,,INSTALLED,,
10940123,4040,APARTMENT,APARTMENT,99000,1,44,False,,False,,1,Wallonie,Liège,GOOD,2,,SEMI_EQUIPPED,,False
10017736,3090,APARTMENT,SERVICE_FLAT,110000,1,25,False,5,False,,1,Flandres,Brabant Flamand,AS_NEW,2,ELECTRIC,USA_HYPER_EQUIPPED,False,False
11197825,8770,HOUSE,HOUSE,299000,3,215,False,,False,15,1,Flandres,Flandre Occidentale,,,GAS,INSTALLED,,
11197822,9550,APARTMENT,APARTMENT,269500,2,78,False,7,False,11,1,Flandres,Flandre Orientale,GOOD,,GAS,INSTALLED,,
11197821,9550,APARTMENT,APARTMENT,269500,2,78,False,8,False,11,1,Flandres,Flandre Orientale,GOOD,,GAS,INSTALLED,,
11197827,1070,HOUSE,HOUSE,399000,4,165,False,,False,,,Bruxelles,Bruxelles,,,GAS,,,
11197819,9000,HOUSE,HOUSE,545000,4,,False,5,False,16,2,Flandres,Flandre Orientale,GOOD,,,,,
11197828,1190,APARTMENT,APARTMENT,595000,4,230,True,25,True,,2,Bruxelles,Bruxelles,,,,,,
11197831,3583,HOUSE,VILLA,745000,5,390,False,,False,,2,Flandres,Limbourg,GOOD,4,GAS,INSTALLED,,
11197829,1070,APARTMENT,APARTMENT,175000,1,62,False,,False,,,Bruxelles,Bruxelles,,,,,,
11197832,3550,HOUSE,HOUSE,415000,5,273,False,,False,,2,Flandres,Limbourg,TO_BE_DONE_UP,,,,,
11197830,3581,HOUSE,EXCEPTIONAL_PROPERTY,1250000,15,,False,,False,,9,Flandres,Limbourg,,,GAS,,,
11197833,3941,HOUSE,HOUSE,335000,3,161,False,,False,,1,Flandres,Limbourg,,,GAS,,,
11197834,1190,APARTMENT,PENTHOUSE,595000,4,230,True,25,True,,2,Bruxelles,Bruxelles,,,,,,
11197835,2250,APARTMENT,GROUND_FLOOR,314000,1,101,False,13,False,9,1,Flandres,Anvers,GOOD,3,,INSTALLED,,
11197836,8300,APARTMENT,PENTHOUSE,950000,2,86,False,,False,5,2,Flandres,Flandre Occidentale,TO_RENOVATE,,,INSTALLED,,
11197854,3650,APARTMENT,APARTMENT,305157,2,99,False,12,False,,1,Flandres,Limbourg,,,,INSTALLED,,
11197839,1360,APARTMENT,APARTMENT,150000,1,45,False,,False,5,1,Wallonie,Brabant Wallon,,,FUELOIL,INSTALLED,,
11197837,8850,HOUSE,HOUSE,269500,3,202,False,,False,13,1,Flandres,Flandre Occidentale,TO_RENOVATE,,,INSTALLED,,
11197838,8800,APARTMENT,FLAT_STUDIO,137000,1,44,False,,False,5,1,Flandres,Flandre Occidentale,,,GAS,INSTALLED,,
11197853,3650,APARTMENT,PENTHOUSE,369468,2,103,False,35,False,,1,Flandres,Limbourg,,,,INSTALLED,,
11197857,3650,APARTMENT,FLAT_STUDIO,200093,1,65,False,7,False,,1,Flandres,Limbourg,,,,INSTALLED,,
11197858,3650,APARTMENT,APARTMENT,305626,2,92,False,14,False,,1,Flandres,Limbourg,,,,INSTALLED,,
11197859,3680,HOUSE,HOUSE,266500,3,180,False,,False,,1,Flandres,Limbourg,GOOD,2,,,,
11197856,3680,HOUSE,HOUSE,271000,3,180,False,,False,,1,Flandres,Limbourg,GOOD,2,,,,
11197860,3680,HOUSE,HOUSE,269500,3,180,False,,False,,1,Flandres,Limbourg,GOOD,2,,,,
11197855,3650,APARTMENT,APARTMENT,295152,2,92,False,14,False,,1,Flandres,Limbourg,,,,INSTALLED,,
11197863,3650,APARTMENT,FLAT_STUDIO,235910,1,68,False,14,False,,1,Flandres,Limbourg,,,,INSTALLED,,
11197861,3650,APARTMENT,GROUND_FLOOR,266580,2,89,False,9,False,,1,Flandres,Limbourg,,,,INSTALLED,,
11197865,3650,APARTMENT,FLAT_STUDIO,225895,1,68,False,14,False,,1,Flandres,Limbourg,,,,INSTALLED,,
11197864,3650,APARTMENT,PENTHOUSE,396071,2,112,False,32,False,,1,Flandres,Limbourg,,,,INSTALLED,,
11197862,3650,APARTMENT,PENTHOUSE,372823,2,104,False,21,False,,1,Flandres,Limbourg,,,,INSTALLED,,
10923249,4020,APARTMENT,APARTMENT,30000,1,45,False,5,False,,1,Wallonie,Liège,AS_NEW,2,,INSTALLED,,
11028948,5004,APARTMENT,PENTHOUSE,70000,3,115,False,73,False,,1,Wallonie,Namur,AS_NEW,4,,HYPER_EQUIPPED,False,False
10872312,7170,APARTMENT,APARTMENT,84000,1,85,False,,False,,1,Wallonie,Hainaut,GOOD,2,GAS,SEMI_EQUIPPED,,
11189557,1000,APARTMENT,DUPLEX,505000,4,132,False,24,False,,2,Bruxelles,Bruxelles,,3,,USA_HYPER_EQUIPPED,False,False
11189555,1000,APARTMENT,APARTMENT,535000,3,120,False,14,False,,2,Bruxelles,Bruxelles,,3,,USA_HYPER_EQUIPPED,False,False
11191581,9940,APARTMENT,PENTHOUSE,507500,3,145,False,15,False,,2,Flandres,Flandre Orientale,,2,,INSTALLED,,
11175876,8670,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Flandres,Flandre Occidentale,,,,,,
11183685,1160,APARTMENT,APARTMENT,514500,2,103,False,9,False,,1,Bruxelles,Bruxelles,AS_NEW,,GAS,HYPER_EQUIPPED,,False
10858992,1150,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Bruxelles,Bruxelles,,,,,,
10834229,4600,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Wallonie,Liège,,,,,,
11147291,4590,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Wallonie,Liège,,,,,,
9654345,4800,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Wallonie,Liège,,,,,,
11180342,1050,APARTMENT,GROUND_FLOOR,439000,2,109,False,,False,,1,Bruxelles,Bruxelles,,2,GAS,USA_HYPER_EQUIPPED,True,False
11176258,1040,APARTMENT,APARTMENT,430000,2,120,False,,False,,1,Bruxelles,Bruxelles,TO_BE_DONE_UP,2,GAS,INSTALLED,False,False
11178073,9051,APARTMENT,APARTMENT,435000,3,140,False,,False,4,1,Flandres,Flandre Orientale,JUST_RENOVATED,,FUELOIL,,,
10881604,4000,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,False,,,Wallonie,Liège,,,,,,
11178914,8420,APARTMENT,APARTMENT,395000,2,75,False,,False,8,1,Flandres,Flandre Occidentale,AS_NEW,,ELECTRIC,HYPER_EQUIPPED,,
11197867,3680,APARTMENT,APARTMENT,225000,2,92,False,,False,,1,Flandres,Limbourg,GOOD,,,INSTALLED,,
11179046,9000,APARTMENT,APARTMENT,350000,2,91,False,18,False,9,1,Flandres,Flandre Orientale,,,GAS,INSTALLED,,
11197868,3650,APARTMENT,APARTMENT,315727,2,99,False,12,False,,1,Flandres,Limbourg,,,,INSTALLED,,
11176879,6900,APARTMENT,DUPLEX,269000,2,121,False,20,False,3,1,Wallonie,Luxembourg,GOOD,,GAS,,,
11197869,2000,APARTMENT,APARTMENT,698000,2,176,False,3,False,3,1,Flandres,Anvers,AS_NEW,2,GAS,USA_HYPER_EQUIPPED,,False
11197870,1070,APARTMENT,APARTMENT,190000,2,85,False,,False,6,1,Bruxelles,Bruxelles,TO_BE_DONE_UP,,GAS,SEMI_EQUIPPED,,
11197871,2220,HOUSE,VILLA,1195000,4,483,False,,False,24,2,Flandres,Anvers,GOOD,4,GAS,INSTALLED,,
11176884,6900,APARTMENT,APARTMENT,255000,2,99,False,20,False,3,1,Wallonie,Luxembourg,GOOD,,GAS,,,
11197873,2900,APARTMENT,APARTMENT,169000,1,60,False,20,False,10,1,Flandres,Anvers,GOOD,2,GAS,INSTALLED,,
11197881,9900,HOUSE,HOUSE,395000,3,182,False,,False,14,2,Flandres,Flandre Orientale,,,GAS,HYPER_EQUIPPED,,
11197891,2220,HOUSE,HOUSE,615000,4,226,False,,False,17,1,Flandres,Anvers,,,GAS,HYPER_EQUIPPED,,
11197874,2900,APARTMENT,APARTMENT,169000,1,60,False,20,False,10,1,Flandres,Anvers,GOOD,2,GAS,INSTALLED,,
11197888,2580,HOUSE,HOUSE,745000,3,278,False,,False,19,2,Flandres,Anvers,,,FUELOIL,HYPER_EQUIPPED,,
11197887,2560,HOUSE,HOUSE,259000,3,104,False,,False,10,1,Flandres,Anvers,,,,,,
11197893,2590,HOUSE,HOUSE,298000,2,162,False,,False,16,1,Flandres,Anvers,,,GAS,INSTALLED,,
11197894,2220,HOUSE,HOUSE,368000,3,203,False,,False,13,1,Flandres,Anvers,TO_RENOVATE,,GAS,INSTALLED,,
11197901,2580,HOUSE,HOUSE,725000,4,283,False,,False,16,1,Flandres,Anvers,,,FUELOIL,HYPER_EQUIPPED,,
11197897,2220,HOUSE,HOUSE,435000,5,228,False,,False,17,1,Flandres,Anvers,,,FUELOIL,INSTALLED,,
11197895,2520,APARTMENT,APARTMENT,250000,2,109,False,,False,10,1,Flandres,Anvers,,,GAS,INSTALLED,,
11197902,3191,HOUSE,HOUSE,292000,3,146,False,,False,10,1,Flandres,Brabant Flamand,,,GAS,INSTALLED,,
11197918,9990,APARTMENT,SERVICE_FLAT,184000,1,,False,,False,4,1,Flandres,Flandre Orientale,,,,INSTALLED,,
11197900,2223,HOUSE,HOUSE,925000,7,494,False,,False,20,2,Flandres,Anvers,,,GAS,HYPER_EQUIPPED,,
11197903,2550,HOUSE,HOUSE,490000,3,197,False,,False,14,1,Flandres,Anvers,,,ELECTRIC,INSTALLED,,
11197911,2630,HOUSE,HOUSE,449000,4,990,False,35,False,15,1,Flandres,Anvers,TO_BE_DONE_UP,,,,,
11197921,8310,HOUSE,HOUSE,299000,5,185,False,,False,16,1,Flandres,Flandre Occidentale,TO_BE_DONE_UP,,GAS,,,
11197924,9700,APARTMENT,APARTMENT,175000,1,61,False,,False,9,1,Flandres,Flandre Orientale,GOOD,,GAS,HYPER_EQUIPPED,,
11197925,9032,HOUSE,HOUSE,383000,3,163,False,,False,12,2,Flandres,Flandre Orientale,GOOD,3,,,,
11197926,8870,HOUSE,HOUSE,130000,3,92,False,,False,6,1,Flandres,Flandre Occidentale,TO_RENOVATE,,,NOT_INSTALLED,,
11178344,1070,APARTMENT,APARTMENT,235000,2,98,False,,False,,1,Bruxelles,Bruxelles,TO_RENOVATE,2,GAS,INSTALLED,False,False
11176062,1020,APARTMENT,APARTMENT,235000,2,95,False,4,False,,1,Bruxelles,Bruxelles,,3,GAS,,False,False
11176887,6900,APARTMENT,PENTHOUSE,238500,2,84,False,,False,3,1,Wallonie,Luxembourg,GOOD,,GAS,,,
11176064,1853,APARTMENT,APARTMENT,225000,2,95,False,6,False,,1,Flandres,Brabant Flamand,,2,ELECTRIC,,False,False
11197889,2580,APARTMENT,APARTMENT,349500,1,89,False,29,False,10,1,Flandres,Anvers,,,ELECTRIC,HYPER_EQUIPPED,,
11197725,8430,APARTMENT,APARTMENT,299000,1,,False,,False,7,1,Flandres,Flandre Occidentale,,,ELECTRIC,,,
11197883,9000,APARTMENT,APARTMENT,575000,2,124,False,,False,11,1,Flandres,Flandre Orientale,,,GAS,INSTALLED,,
11176061,1090,APARTMENT,APARTMENT,220000,1,55,False,4,False,,1,Bruxelles,Bruxelles,,3,GAS,,False,False
11178882,8434,APARTMENT,FLAT_STUDIO,148000,0,34,False,,False,4,1,Flandres,Flandre Occidentale,AS_NEW,,,,,
11196758,8500,APARTMENT,APARTMENT,185000,1,88,False,,False,,1,Flandres,Flandre Occidentale,,2,GAS,INSTALLED,,
11194888,1020,APARTMENT,DUPLEX,275000,2,105,False,15,False,,1,Bruxelles,Bruxelles,,2,GAS,INSTALLED,False,False
11175813,8900,APARTMENT,APARTMENT,399000,3,155,False,,False,8,2,Flandres,Flandre Occidentale,GOOD,,GAS,INSTALLED,,
11175262,1180,APARTMENT,APARTMENT,350995,1,,False,9,False,5,,Bruxelles,Bruxelles,AS_NEW,3,GAS,USA_HYPER_EQUIPPED,,False
11179441,1130,APARTMENT,APARTMENT,254500,2,85,False,14,False,,1,Bruxelles,Bruxelles,AS_NEW,3,,USA_HYPER_EQUIPPED,,False
11189883,1140,APARTMENT,FLAT_STUDIO,290000,1,44,False,9,False,,1,Bruxelles,Bruxelles,AS_NEW,2,,USA_INSTALLED,True,False
11192447,9000,APARTMENT,APARTMENT,1595000,2,153,False,21,False,3,1,Flandres,Flandre Orientale,AS_NEW,2,,USA_HYPER_EQUIPPED,False,False
11024565,1080,APARTMENT,APARTMENT,290000,2,93,False,6,False,2,1,Bruxelles,Bruxelles,AS_NEW,2,GAS,,,False
11192108,4000,APARTMENT,PENTHOUSE,675000,3,153,False,29,False,,2,Wallonie,Liège,AS_NEW,2,,,False,False
11192105,4000,APARTMENT,PENTHOUSE,575000,3,144,False,15,False,,2,Wallonie,Liège,AS_NEW,2,,,False,False
11192441,9800,APARTMENT,APARTMENT,385000,2,96,False,17,False,,2,Flandres,Flandre Orientale,AS_NEW,4,,HYPER_EQUIPPED,False,False
11192437,9800,APARTMENT,PENTHOUSE,400000,2,96,False,17,False,,2,Flandres,Flandre Orientale,AS_NEW,4,,HYPER_EQUIPPED,False,False
11192439,9800,APARTMENT,APARTMENT,380000,2,94,False,30,False,,1,Flandres,Flandre Orientale,AS_NEW,4,,HYPER_EQUIPPED,False,False
11192409,9700,APARTMENT,APARTMENT,329000,2,101,False,9,False,,1,Flandres,Flandre Orientale,AS_NEW,2,,USA_HYPER_EQUIPPED,False,False
11192438,9800,APARTMENT,APARTMENT,560000,3,130,False,28,False,,2,Flandres,Flandre Orientale,AS_NEW,4,,HYPER_EQUIPPED,False,False
11192410,9700,APARTMENT,APARTMENT,324000,2,101,False,9,False,,1,Flandres,Flandre Orientale,AS_NEW,2,,USA_HYPER_EQUIPPED,False,False
11192436,9800,APARTMENT,APARTMENT,375000,2,89,False,24,False,,1,Flandres,Flandre Orientale,AS_NEW,4,,HYPER_EQUIPPED,False,False
11198045,1140,APARTMENT,APARTMENT,280000,2,72,False,,False,,1,Bruxelles,Bruxelles,AS_NEW,2,GAS,USA_INSTALLED,False,False
11198047,2500,HOUSE,VILLA,479000,2,146,False,,False,,1,Flandres,Anvers,AS_NEW,4,ELECTRIC,HYPER_EQUIPPED,,
11192414,9700,APARTMENT,APARTMENT,300000,2,89,False,9,False,,1,Flandres,Flandre Orientale,AS_NEW,2,,USA_HYPER_EQUIPPED,False,False
11192415,9700,APARTMENT,APARTMENT,296000,2,89,False,9,False,,1,Flandres,Flandre Orientale,AS_NEW,2,,USA_HYPER_EQUIPPED,False,False
11198048,8300,APARTMENT,DUPLEX,1695000,3,135,False,,False,4,2,Flandres,Flandre Occidentale,AS_NEW,2,GAS,INSTALLED,,False
11198049,2018,APARTMENT,APARTMENT,695000,2,215,False,7,False,,2,Flandres,Anvers,AS_NEW,2,,USA_HYPER_EQUIPPED,False,
11198053,1325,HOUSE,VILLA,859000,4,471,False,,False,,2,Wallonie,Brabant Wallon,AS_NEW,4,,NOT_INSTALLED,False,False
11198052,1300,HOUSE,HOUSE,269000,3,136,False,10,False,,1,Wallonie,Brabant Wallon,TO_BE_DONE_UP,2,GAS,SEMI_EQUIPPED,False,False
11198055,3300,HOUSE,VILLA,475000,4,140,False,,False,,1,Flandres,Brabant Flamand,AS_NEW,4,GAS,USA_INSTALLED,False,
11198054,8434,HOUSE,BUNGALOW,525000,2,140,False,,False,,1,Flandres,Flandre Occidentale,GOOD,4,,HYPER_EQUIPPED,True,
11198051,1370,HOUSE,HOUSE,189000,2,70,False,,False,,1,Wallonie,Brabant Wallon,GOOD,3,PELLET,USA_HYPER_EQUIPPED,False,False
11198057,2360,HOUSE,VILLA,1695000,4,867,False,,False,,2,Flandres,Anvers,AS_NEW,4,GAS,USA_HYPER_EQUIPPED,,True
11198058,9220,HOUSE,VILLA,575000,4,250,False,,False,,1,Flandres,Flandre Orientale,GOOD,4,,,False,True
11198059,9255,HOUSE,MANSION,445000,3,266,False,,False,,1,Flandres,Flandre Orientale,,3,GAS,,False,False
11198060,4420,HOUSE,HOUSE,149000,4,416,False,,False,,,Wallonie,Liège,,2,,,,
