iter	Passed	Remaining
1685	7989	1488
1686	7994	1483
1687	7998	1478
1688	8004	1473
1689	8008	1469
1690	8012	1464
1691	8017	1459
1692	8022	1454
1693	8027	1449
1694	8030	1445
1695	8035	1440
1696	8039	1435
1697	8044	1430
1698	8048	1425
1699	8054	1421
1700	8059	1416
1701	8063	1411
1702	8068	1407
1703	8072	1402
1704	8077	1397
1705	8082	1392
1706	8087	1388
1707	8092	1383
1708	8097	1378
1709	8101	1373
1710	8105	1369
1711	8110	1364
1712	8115	1359
1713	8119	1354
1714	8124	1350
1715	8128	1345
1716	8133	1340
1717	8137	1335
1718	8142	1331
1719	8146	1326
1720	8151	1321
1721	8156	1316
1722	8161	1312
1723	8165	1307
1724	8169	1302
1725	8173	1297
1726	8177	1292
1727	8182	1288
1728	8187	1283
1729	8192	1278
1730	8198	1274
1731	8202	1269
1732	8206	1264
1733	8211	1259
1734	8216	1254
1735	8221	1250
1736	8225	1245
1737	8230	1240
1738	8235	1236
1739	8239	1231
1740	8244	1226
1741	8249	1221
1742	8254	1217
1743	8258	1212
1744	8263	1207
1745	8268	1202
1746	8272	1198
1747	8276	1193
1748	8282	1188
1749	8286	1183
1750	8291	1179
1751	8296	1174
1752	8300	1169
1753	8305	1164
1754	8308	1159
1755	8313	1155
1756	8317	1150
1757	8322	1145
1758	8327	1140
1759	8331	1136
1760	8336	1131
1761	8341	1126
1762	8346	1121
1763	8350	1117
1764	8354	1112
1765	8359	1107
1766	8363	1102
1767	8368	1098
1768	8372	1093
1769	8376	1088
1770	8381	1083
1771	8386	1079
1772	8390	1074
1773	8394	1069
1774	8399	1064
1775	8404	1059
1776	8408	1055
1777	8413	1050
1778	8418	1045
1779	8422	1041
1780	8427	1036
1781	8431	1031
1782	8436	1026
1783	8440	1022
1784	8446	1017
1785	8450	1012
1786	8455	1007
1787	8460	1003
1788	8464	998
1789	8469	993
1790	8473	988
1791	8477	984
1792	8482	979
1793	8486	974
1794	8490	969
1795	8494	964
1796	8498	960
1797	8502	955
1798	8506	950
1799	8512	945
1800	8517	941
1801	8521	936
1802	8526	931
1803	8531	926
1804	8535	922
1805	8539	917
1806	8545	912
1807	8549	907
1808	8553	903
1809	8558	898
1810	8562	893
1811	8567	888
1812	8571	884
1813	8575	879
1814	8580	874
1815	8584	869
1816	8588	864
1817	8593	860
1818	8598	855
1819	8602	850
1820	8606	846
1821	8611	841
1822	8615	836
1823	8620	831
1824	8624	826
1825	8628	822
1826	8632	817
1827	8636	812
1828	8641	807
1829	8645	803
1830	8650	798
1831	8654	793
1832	8659	788
1833	8664	784
1834	8669	779
1835	8673	774
1836	8678	770
1837	8683	765
1838	8688	760
1839	8693	755
1840	8698	751
1841	8702	746
1842	8707	741
1843	8712	737
1844	8716	732
1845	8721	727
1846	8726	722
1847	8730	718
1848	8735	713
1849	8740	708
1850	8744	703
1851	8749	699
1852	8753	694
1853	8758	689
1854	8763	685
1855	8767	680
1856	8772	675
1857	8777	670
1858	8781	666
1859	8785	661
1860	8790	656
1861	8795	651
1862	8799	647
1863	8805	642
1864	8810	637
1865	8814	632
1866	8818	628
1867	8823	623
1868	8827	618
1869	8832	614
1870	8837	609
1871	8842	604
1872	8847	599
1873	8852	595
1874	8857	590
1875	8861	585
1876	8866	580
1877	8870	576
1878	8874	571
1879	8879	566
1880	8884	562
1881	8888	557
1882	8894	552
1883	8898	547
1884	8903	543
1885	8908	538
1886	8912	533
1887	8917	528
1888	8921	524
1889	8926	519
1890	8931	514
1891	8936	510
1892	8941	505
1893	8945	500
1894	8950	495
1895	8954	491
1896	8959	486
1897	8963	481
1898	8968	476
1899	8972	472
1900	8977	467
1901	8982	462
1902	8987	458
1903	8991	453
1904	8996	448
1905	9000	443
1906	9004	439
1907	9008	434
1908	9013	429
1909	9017	424
1910	9022	420
1911	9027	415
1912	9031	410
1913	9035	405
1914	9040	401
1915	9044	396
1916	9049	391
1917	9054	387
1918	9059	382
1919	9063	377
1920	9068	372
1921	9073	368
1922	9078	363
1923	9083	358
1924	9088	354
1925	9092	349
1926	9098	344
1927	9102	339
1928	9107	335
1929	9111	330
1930	9116	325
1931	9120	321
1932	9125	316
1933	9129	311
1934	9134	306
1935	9139	302
1936	9144	297
1937	9148	292
1938	9153	287
1939	9157	283
1940	9162	278
1941	9167	273
1942	9171	269
1943	9175	264
1944	9180	259
1945	9184	254
1946	9189	250
1947	9194	245
1948	9198	240
1949	9203	235
1950	9208	231
1951	9212	226
1952	9217	221
1953	9221	217
1954	9226	212
1955	9230	207
1956	9236	202
1957	9240	198
1958	9244	193
1959	9249	188
1960	9253	184
1961	9258	179
1962	9262	174
1963	9267	169
1964	9271	165
1965	9276	160
1966	9281	155
1967	9286	150
1968	9290	146
1969	9295	141
1970	9300	136
1971	9304	132
1972	9308	127
1973	9313	122
1974	9317	117
1975	9321	113
1976	9326	108
1977	9331	103
1978	9344	99
1979	9354	94
1980	9358	89
1981	9363	85
1982	9368	80
1983	9373	75
1984	9377	70
1985	9381	66
1986	9386	61
1987	9391	56
1988	9396	51
1989	9401	47
1990	9406	42
1991	9410	37
1992	9416	33
1993	9420	28
1994	9424	23
1995	9428	18
1996	9433	14
1997	9437	9
1998	9441	4
1999	9446	0
