iter	RMSE
258	56558.23356
259	56555.70391
260	56554.74478
261	56550.24568
262	56549.92353
263	56548.37178
264	56517.65272
265	56482.98775
266	56463.24135
267	56446.50952
268	56345.75665
269	56257.79054
270	56215.08163
271	56176.60107
272	56166.18347
273	56123.56979
274	56122.33216
275	56120.76736
276	56112.40826
277	56110.95726
278	56109.55919
279	56098.41874
280	56097.46926
281	56097.35713
282	56096.09922
283	56092.85812
284	56090.51432
285	56045.53822
286	56044.84916
287	56021.32867
288	56011.94545
289	55978.65494
290	55957.91573
291	55945.65149
292	55945.4262
293	55900.73876
294	55898.97316
295	55885.44571
296	55882.66262
297	55881.0208
298	55880.66325
299	55852.07988
300	55751.97377
301	55739.51545
302	55675.06373
303	55655.02435
304	55643.88901
305	55619.80183
306	55619.04117
307	55590.18933
308	55585.41514
309	55539.1602
310	55484.27552
311	55481.14891
312	55479.73472
313	55416.06151
314	55393.46603
315	55336.23159
316	55298.35755
317	55297.09086
318	55255.89555
319	55255.33674
320	55253.42374
321	55246.82361
322	55167.83173
323	55152.34343
324	55107.82662
325	55106.926
326	55059.34304
327	55058.55557
328	55046.94588
329	54973.79132
330	54936.84484
331	54899.61817
332	54894.22887
333	54813.86104
334	54806.74888
335	54802.02104
336	54770.50811
337	54750.7609
338	54746.12884
339	54655.3749
340	54633.36328
341	54596.66109
342	54594.86773
343	54555.00049
344	54551.41285
345	54546.8581
346	54536.55293
347	54506.06115
348	54505.76933
349	54478.36507
350	54410.4211
351	54407.00458
352	54405.86758
353	54402.73939
354	54397.85014
355	54382.23846
356	54351.34585
357	54348.48662
358	54347.33094
359	54339.18213
360	54338.57537
361	54335.64923
362	54335.07359
363	54334.36253
364	54324.93786
365	54324.23612
366	54207.64039
367	54199.04426
368	54162.18489
369	54139.20701
370	54129.10737
371	54092.04939
372	54090.34044
373	54030.41183
374	53988.83006
375	53974.55957
376	53949.78867
377	53929.09895
378	53868.53081
379	53868.39512
380	53840.62639
381	53825.60189
382	53820.15361
383	53736.56993
384	53733.02751
385	53732.46062
386	53728.81501
387	53716.1304
388	53708.19613
389	53707.1479
390	53703.93541
391	53696.27518
392	53695.37835
393	53639.03329
394	53621.47423
395	53605.63327
396	53551.67442
397	53542.7277
398	53506.15394
399	53505.73509
400	53505.52263
401	53495.8804
402	53493.47021
403	53486.77779
404	53451.42726
405	53392.73565
406	53390.60541
407	53365.27943
408	53321.34485
409	53311.99752
410	53307.59186
411	53293.1382
412	53265.92382
413	53264.37024
414	53256.18302
415	53177.32466
416	53136.94931
417	53134.00067
418	53132.02744
419	53128.72418
420	53101.5923
421	53100.89782
422	53088.20177
423	53086.77402
424	53072.53591
425	53059.65037
426	53058.83886
427	53054.10797
428	53000.76759
429	53000.56779
430	52878.16996
431	52854.9971
432	52835.74356
433	52835.26496
434	52834.03096
435	52832.38026
436	52831.33957
437	52831.16743
438	52826.10948
439	52798.00195
440	52743.29873
441	52697.39378
442	52695.03595
443	52693.33407
444	52671.13214
445	52669.31599
446	52667.35944
447	52624.2755
448	52615.93272
449	52612.19314
450	52527.84411
451	52502.51927
452	52477.93372
453	52477.30251
454	52467.32676
455	52419.87052
456	52419.75545
457	52404.79458
458	52403.97109
459	52399.89792
460	52380.6265
461	52363.7393
462	52361.61939
463	52348.17489
464	52347.53353
465	52347.05405
466	52346.25623
467	52344.84811
468	52344.02353
469	52342.34803
470	52254.355
471	52253.81336
472	52253.46004
473	52195.00373
474	52188.21316
475	52187.70484
476	52186.40063
477	52142.82804
478	52130.57874
479	52128.1167
480	52086.49153
481	52083.76687
482	52082.98215
483	52082.55287
484	51964.03599
485	51952.19906
486	51936.548
487	51914.10441
488	51898.33912
489	51898.10137
490	51894.76566
491	51894.18872
492	51847.60999
493	51846.44463
494	51783.32005
495	51747.58921
496	51747.37648
497	51681.74487
498	51678.85369
499	51678.65973
500	51678.19073
501	51671.17395
502	51666.37977
503	51638.35096
504	51635.56557
505	51611.20547
506	51586.35081
507	51585.52726
508	51584.88078
509	51577.38438
510	51577.02003
511	51541.75167
512	51540.78633
513	51540.2605
514	51523.99399
515	51523.63993
516	51523.54204
517	51522.53252
518	51522.02384
519	51520.74302
520	51447.63611
521	51447.33786
522	51447.24285
523	51446.78169
524	51443.92715
525	51434.24909
526	51419.33117
527	51411.67559
528	51409.7732
529	51409.41183
530	51406.54234
531	51397.98416
532	51397.06477
533	51396.80855
534	51396.58822
535	51383.43456
536	51382.19005
537	51379.80829
538	51379.33538
539	51378.83862
540	51332.90919
541	51316.76643
542	51315.5402
543	51315.0414
544	51314.64049
545	51309.49577
546	51303.58571
547	51303.44886
548	51302.84992
549	51302.66856
550	51302.09583
551	51280.25596
552	51277.23743
553	51276.06932
554	51239.94158
555	51239.53145
556	51239.46097
557	51237.62737
558	51206.30386
559	51206.09003
560	51201.86841
561	51199.33181
562	51197.12125
563	51172.48914
564	51140.70747
565	51086.4743
566	51086.22954
567	51084.66555
568	51084.27238
569	51067.10833
570	51061.60584
571	51061.25758
572	51060.82213
573	51043.59178
574	51043.43001
575	51038.0087
576	51037.86329
577	50937.5691
578	50935.16322
579	50912.31119
580	50909.73991
581	50909.499
582	50908.46038
583	50859.87429
584	50859.77301
585	50859.16917
586	50858.58921
587	50852.02502
588	50843.3088
589	50843.14731
590	50837.8544
591	50798.41201
592	50793.47813
593	50792.36354
594	50792.20079
595	50792.13806
596	50789.71662
597	50764.11414
598	50762.65224
599	50761.95158
600	50761.61967
601	50759.61392
602	50758.02438
603	50720.45072
604	50720.19376
605	50719.25919
606	50658.45994
607	50658.35208
608	50657.76363
609	50649.45902
610	50648.30067
611	50616.117
612	50614.88252
613	50614.78795
614	50600.97752
615	50600.63354
616	50567.42249
617	50567.05914
618	50529.08941
619	50475.01
620	50474.32375
621	50474.01393
622	50461.16282
623	50460.79889
624	50460.62318
625	50455.73982
626	50454.99242
627	50439.75519
628	50439.59895
629	50439.34973
630	50437.63291
631	50437.59949
632	50437.31253
633	50419.85076
634	50417.63358
635	50412.58236
636	50412.51987
637	50410.45611
638	50389.7217
639	50389.54283
640	50389.21442
641	50382.00981
642	50375.28142
643	50344.21199
644	50342.02611
645	50341.38091
646	50340.68432
647	50333.04394
648	50329.02269
649	50328.47034
650	50326.28556
651	50326.1939
652	50326.06277
653	50325.71697
654	50325.11919
655	50324.99107
656	50324.51608
657	50299.15964
658	50296.67705
659	50271.98034
660	50271.36878
661	50262.26566
662	50262.13637
663	50261.79286
664	50261.37192
665	50243.50445
666	50242.89067
667	50242.87013
668	50242.65547
669	50237.75292
670	50234.90229
671	50214.80399
672	50159.21663
673	50145.05529
674	50141.98757
675	50141.78352
676	50053.06623
677	50052.82852
678	50048.30167
679	50047.84424
680	50047.55018
681	50046.73307
682	50046.53649
683	50019.18937
684	50017.22173
685	50017.2133
686	50017.15092
687	50016.64113
688	50016.08022
689	49985.15859
690	49978.21879
691	49977.14641
692	49957.84083
693	49925.7177
694	49897.73503
695	49896.60322
696	49895.94834
697	49894.97825
698	49894.17255
699	49893.10573
700	49891.55533
701	49891.38626
702	49887.13209
703	49887.10505
704	49886.72326
705	49862.38749
706	49861.85714
707	49861.6786
708	49845.63304
709	49822.84757
710	49822.78013
711	49793.2192
712	49791.67671
713	49789.98671
714	49763.66113
715	49763.55174
716	49735.98697
717	49733.59135
718	49733.467
719	49729.99654
720	49726.1218
721	49724.32811
722	49724.28006
723	49723.68441
724	49723.59795
725	49723.42964
726	49668.1169
727	49667.5695
728	49639.71516
729	49615.63207
730	49589.2117
731	49587.94213
732	49581.30447
733	49577.19942
734	49576.75556
735	49557.45943
736	49555.04205
737	49554.69044
738	49499.90363
739	49499.85805
740	49499.49314
741	49495.96721
742	49495.59253
743	49465.07062
744	49450.86924
745	49450.1998
746	49438.26029
747	49436.94001
748	49436.8614
749	49436.75841
750	49430.58435
751	49429.12802
752	49395.53344
753	49394.1299
754	49388.90096
755	49387.87361
756	49387.84571
757	49387.79794
758	49387.31076
759	49375.43865
760	49347.42806
761	49345.5182
762	49345.45524
763	49345.38697
764	49343.85403
765	49343.81839
766	49343.79819
767	49340.16421
768	49340.12376
769	49339.54772
770	49319.00346
771	49296.24864
772	49296.19717
773	49295.8649
774	49295.61954
775	49295.40537
776	49293.93133
777	49284.54683
778	49283.3546
779	49282.86913
780	49282.6405
781	49282.41098
782	49274.35412
783	49274.25275
784	49268.13239
785	49268.01137
786	49267.38318
787	49267.30104
788	49255.29481
789	49253.27891
790	49252.20471
791	49246.92069
792	49246.59839
793	49199.71019
794	49199.52906
795	49198.93799
796	49195.73448
797	49195.5243
798	49194.07318
799	49190.60155
800	49190.40298
801	49189.14575
802	49175.06579
803	49175.02956
804	49174.96853
805	49173.62633
806	49171.77793
807	49147.00359
808	49109.95501
809	49109.26341
810	49088.64378
811	49088.17284
812	49070.32257
813	49053.1531
814	49052.83649
815	49052.7995
816	49052.07121
817	49039.56164
818	49038.82254
819	49038.79407
820	49038.74985
821	49034.93258
822	49033.94043
823	49033.78433
824	49031.33923
825	49009.17975
826	49008.99422
827	49007.95239
828	49007.91904
829	49003.83756
830	49003.2405
831	48999.94023
832	48987.00837
833	48986.41817
834	48985.1572
835	48960.21013
836	48959.95436
837	48959.78715
838	48959.62725
839	48952.24713
840	48948.57373
841	48948.10299
842	48947.98851
843	48947.96835
844	48947.78711
845	48947.64218
846	48947.62849
847	48945.92709
848	48945.9019
849	48944.74297
850	48943.89366
851	48941.07041
852	48940.6393
853	48939.79349
854	48939.04539
855	48938.7298
856	48931.00095
857	48930.14302
858	48930.08389
859	48929.39766
860	48885.6468
861	48885.40981
862	48884.99027
863	48884.84075
864	48881.35099
865	48880.30358
866	48873.17399
867	48837.16418
868	48837.08852
869	48834.80244
870	48834.30861
871	48816.67638
872	48815.22364
873	48814.82576
874	48814.7396
875	48801.73377
876	48800.11469
877	48789.73731
878	48789.7062
879	48789.62599
880	48789.32129
881	48789.27886
882	48788.85759
883	48787.70663
884	48787.5394
885	48785.40293
886	48785.34216
887	48785.11543
888	48783.60212
889	48783.54724
890	48782.52477
891	48777.79256
892	48775.8712
893	48775.82804
894	48770.48542
895	48766.5599
896	48736.3552
897	48736.00434
898	48734.29355
899	48732.69313
900	48730.92451
901	48730.63909
902	48730.56842
903	48730.27232
904	48730.15246
905	48728.65414
906	48723.7411
907	48723.6724
908	48714.7596
909	48708.63696
910	48678.17867
911	48678.02443
912	48648.18081
913	48647.75861
914	48620.37188
915	48619.9897
916	48600.79297
917	48600.05827
918	48598.85429
919	48598.82628
920	48598.76469
921	48591.21176
922	48589.34277
923	48566.49456
924	48566.39935
925	48566.2194
926	48518.78248
927	48517.60568
928	48517.34214
929	48496.11772
930	48495.94972
931	48495.4351
932	48494.70947
933	48494.39616
934	48493.23356
935	48456.36253
936	48454.12474
937	48453.5752
938	48451.38874
939	48451.17037
940	48450.98021
941	48448.96502
942	48448.31648
943	48448.22827
944	48447.09245
945	48447.07814
946	48446.94934
947	48441.97426
948	48441.54599
949	48434.77977
950	48419.72351
951	48419.46273
952	48419.38152
953	48419.29194
954	48388.96866
955	48388.62904
956	48387.50732
957	48371.14515
958	48370.94411
959	48370.55245
960	48370.34251
961	48370.29347
962	48361.7071
963	48361.20178
964	48360.85191
965	48358.98324
966	48291.63748
967	48291.22108
968	48291.15496
969	48291.09473
970	48290.77355
971	48288.69299
972	48280.1803
973	48265.07415
974	48260.68477
975	48238.36772
976	48238.00555
977	48236.37561
978	48236.18581
979	48236.15525
980	48236.11169
981	48236.05537
982	48219.48881
983	48219.47368
984	48219.22607
985	48219.02544
986	48219.0119
987	48202.42124
988	48202.38331
989	48202.37263
990	48190.857
991	48190.82453
992	48190.67062
993	48184.5201
994	48174.0853
995	48171.23381
996	48118.08111
997	48117.86119
998	48116.55861
999	48115.58574
