iter	RMSE
1667	31498.58347
1668	31488.53405
1669	31483.19465
1670	31472.7399
1671	31453.06814
1672	31443.64277
1673	31433.81071
1674	31428.2339
1675	31413.70999
1676	31404.36474
1677	31397.17471
1678	31394.74781
1679	31379.25821
1680	31354.10793
1681	31345.60726
1682	31337.29792
1683	31329.15298
1684	31309.89826
1685	31299.65652
1686	31290.94095
1687	31282.72014
1688	31273.62404
1689	31268.23838
1690	31257.48727
1691	31250.9171
1692	31248.52137
1693	31240.34404
1694	31234.98483
1695	31226.48802
1696	31215.0108
1697	31210.10673
1698	31198.48626
1699	31186.27797
1700	31179.87815
1701	31166.50848
1702	31147.39448
1703	31143.61682
1704	31133.65542
1705	31123.68378
1706	31121.06538
1707	31115.2774
1708	31107.0546
1709	31102.6896
1710	31097.51145
1711	31093.54145
1712	31086.91127
1713	31076.04539
1714	31070.45371
1715	31064.40902
1716	31048.95712
1717	31041.46935
1718	31033.95112
1719	31025.01918
1720	31017.11324
1721	31006.74641
1722	31000.58102
1723	30993.24913
1724	30987.54728
1725	30979.56116
1726	30968.96345
1727	30963.00761
1728	30949.60459
1729	30934.50155
1730	30929.51884
1731	30920.54215
1732	30913.87678
1733	30909.13451
1734	30901.71671
1735	30895.31248
1736	30882.09013
1737	30869.73336
1738	30856.78384
1739	30849.05658
1740	30839.45114
1741	30819.70485
1742	30814.97253
1743	30809.11057
1744	30798.78258
1745	30783.16684
1746	30778.8942
1747	30777.17351
1748	30770.78079
1749	30766.45867
1750	30754.59773
1751	30742.11641
1752	30726.80033
1753	30719.20239
1754	30709.70599
1755	30704.35071
1756	30692.06446
1757	30680.06899
1758	30657.70701
1759	30650.63596
1760	30645.41151
1761	30641.74894
1762	30624.23714
1763	30621.27508
1764	30606.6525
1765	30601.50074
1766	30593.86915
1767	30586.16073
1768	30573.62162
1769	30570.51245
1770	30563.96739
1771	30553.55422
1772	30539.34402
1773	30532.67564
1774	30530.30157
1775	30523.51963
1776	30509.66257
1777	30498.54151
1778	30491.07004
1779	30484.2266
1780	30476.94748
1781	30468.76099
1782	30457.13134
1783	30451.23249
1784	30446.94506
1785	30436.19503
1786	30425.50646
1787	30414.89356
1788	30410.1761
1789	30405.03223
1790	30391.67756
1791	30385.74887
1792	30378.14793
1793	30374.02283
1794	30350.76122
1795	30348.11456
1796	30333.60908
1797	30324.94449
1798	30317.69081
1799	30314.43525
1800	30308.71138
1801	30298.37203
1802	30290.29629
1803	30283.8473
1804	30280.03081
1805	30274.89704
1806	30269.45026
1807	30253.88686
1808	30244.12754
1809	30238.37197
1810	30229.53579
1811	30217.95783
1812	30210.56744
1813	30202.01307
1814	30190.73923
1815	30183.53684
1816	30175.6773
1817	30165.54958
1818	30156.68539
1819	30152.68299
1820	30147.25007
1821	30136.17148
1822	30125.47851
1823	30116.27223
1824	30111.35326
1825	30108.77854
1826	30097.1005
1827	30090.49134
1828	30072.58501
1829	30067.24564
1830	30060.34642
1831	30052.95378
1832	30035.90835
1833	30027.78924
1834	30019.41044
1835	30007.44996
1836	30002.27527
1837	29996.73762
1838	29989.0376
1839	29983.40385
1840	29972.28133
1841	29963.16171
1842	29954.97813
1843	29949.13797
1844	29941.61601
1845	29935.22703
1846	29928.90371
1847	29921.97131
1848	29907.37935
1849	29897.07015
1850	29889.05935
1851	29885.93829
1852	29876.32338
1853	29872.83592
1854	29863.28496
1855	29858.97394
1856	29848.92213
1857	29844.81775
1858	29840.78437
1859	29835.91172
1860	29829.84689
1861	29822.2845
1862	29811.79508
1863	29801.44648
1864	29789.32425
1865	29785.73694
1866	29775.93188
1867	29765.32829
1868	29760.50798
1869	29747.75226
1870	29744.12085
1871	29737.44495
1872	29733.39792
1873	29726.10617
1874	29721.06943
1875	29714.4505
1876	29704.7753
1877	29701.6431
1878	29698.08026
1879	29686.00829
1880	29676.47673
1881	29671.71326
1882	29650.84407
1883	29641.23967
1884	29634.10782
1885	29628.62584
1886	29617.82961
1887	29611.13235
1888	29605.50433
1889	29593.61573
1890	29575.88448
1891	29572.07234
1892	29568.2684
1893	29563.44495
1894	29557.47791
1895	29551.09484
1896	29527.5752
1897	29514.48343
1898	29508.09294
1899	29501.04201
1900	29489.64759
1901	29482.12389
1902	29472.19189
1903	29462.83004
1904	29457.97421
1905	29454.84273
1906	29453.38444
1907	29448.98048
1908	29443.81234
1909	29436.58715
1910	29433.76799
1911	29426.82059
1912	29416.73746
1913	29406.37999
1914	29402.18603
1915	29389.29313
1916	29384.9996
1917	29381.93917
1918	29374.06753
1919	29370.74338
1920	29359.30499
1921	29353.15886
1922	29348.96578
1923	29343.19161
1924	29335.23533
1925	29332.28739
1926	29326.47806
1927	29321.0398
1928	29317.64226
1929	29312.45151
1930	29306.68288
1931	29303.46573
1932	29302.10153
1933	29283.16357
1934	29268.41001
1935	29259.19791
1936	29248.00122
1937	29240.36898
1938	29232.75433
1939	29226.51749
1940	29220.15604
1941	29210.98829
1942	29197.79249
1943	29189.5191
1944	29183.28725
1945	29175.75731
1946	29169.39775
1947	29156.71479
1948	29148.38875
1949	29142.9838
1950	29133.94338
1951	29129.13587
1952	29120.70564
1953	29104.86785
1954	29099.45937
1955	29084.2697
1956	29076.77163
1957	29070.43913
1958	29062.23183
1959	29057.66508
1960	29051.799
1961	29036.08924
1962	29033.32542
1963	29031.49843
1964	29025.2569
1965	29018.52537
1966	29016.23811
1967	29006.3185
1968	29001.24657
1969	28998.72625
1970	28988.21747
1971	28977.74932
1972	28959.72442
1973	28954.592
1974	28951.43544
1975	28940.44802
1976	28928.67316
1977	28920.36142
1978	28915.70523
1979	28899.84134
1980	28892.33647
1981	28887.60155
1982	28883.05294
1983	28874.42053
1984	28872.01717
1985	28857.19393
1986	28847.4924
1987	28834.52351
1988	28830.44859
1989	28816.18605
1990	28806.69777
1991	28799.15075
1992	28790.95325
1993	28779.7859
1994	28771.56839
1995	28764.63575
1996	28757.20398
1997	28753.99204
1998	28751.11221
1999	28744.42607
